153	1554
830	830
1568	1591
432	1205
170	1238
354	1043
1909	1862
120	1676
470	6311
276	904
1374	1736
2456	6855
4040	5718
746	6283
1096	616
276	1609
480	4574
470	4516
746	7521
1060	9710
365	1587
432	1270
120	1754
1742	9198
1216	2127
7224	7451
1044	3554
466	3848
565	920
522	2150
121	2247
262	1620
2022	2163
6628	6707
432	3193
4704	4546
291	5382
753	2069
7316	8436
7930	8055
432	1441
312	7549
276	1710
720	1370
156	1190
5136	6615
269	1968
1096	5032
1688	1856
1688	1856
656	8820
1724	8591
432	1216
276	1362
489	1247
746	2152
1374	4377
818	1216
746	7321
1060	1597
626	5596
9479	9723
785	1967
123	529
4825	4810
276	7883
784	772
120	1922
5292	5299
784	1952
590	746
382	2073
348	1019
432	3445
590	422
0	1488
1700	2370
120	2558
1096	6264
194	1675
422	3885
470	1138
1874	1439
120	1519
1130	4371
904	1036
120	1766
2775	2954
4841	5155
276	1008
1289	1326
746	3218
3320	3398
626	862
746	343
120	2080
784	784
2591	2860
480	1154
567	2221
120	1754
590	1458
1096	2722
590	904
480	7885
470	3477
1093	1595
904	1118
0	1724
670	4433
120	1688
8101	8380
3571	3822
318	3178
812	1203
544	4219
753	1992
120	1100
189	3497
1530	2441
1410	2307
170	1222
120	2274
870	174
276	1452
904	1046
787	2911
746	746
480	1887
8075	8498
904	344
126	1392
1880	1970
1004	6276
432	9772
6867	7290
5092	5546
1526	1767
1160	3474
590	1221
1526	1978
312	1367
2599	6372
1595	1986
470	312
120	1598
4606	9459
312	3535
590	1060
2426	2497
940	380
126	2217
527	1732
203	214
1721	1689
1060	7270
501	2989
590	1738
522	3522
626	3457
388	3092
231	1301
156	3897
153	1060
1688	4728
940	1768
187	1152
1060	3021
784	1175
1216	903
120	1990
626	1462
954	1217
1615	511
0	1881
746	1519
1374	981
0	1960
904	3334
1060	1217
1254	906
132	2242
1060	1531
1096	704
432	1923
1060	2773
940	2743
1374	1319
276	2079
1096	861
276	2303
1526	1090
156	2037
1216	1766
1688	355
156	1567
7177	7513
583	2183
1410	3970
432	3921
5240	1229
2195	7197
661	1030
1530	1961
2461	7965
432	2810
3567	6363
1624	2679
603	1799
205	1154
1165	7756
1004	2687
120	9020
784	2014
120	1754
9608	9686
1224	1246
611	1524
